	gene	tss	chrom
2310	ENSMUSG00000024454	37943991	18
2311	ENSMUSG00000024456	37853407	18
2312	ENSMUSG00000024457	36837134	17
2313	ENSMUSG00000024459	36989045	17
2314	ENSMUSG00000024472	44380502	18
2315	ENSMUSG00000024474	36744656	18
2316	ENSMUSG00000024477	46248905	18
2317	ENSMUSG00000024480	46741876	18
2318	ENSMUSG00000024483	36559987	18
2319	ENSMUSG00000024486	36515367	18
2320	ENSMUSG00000024487	40219338	18
2321	ENSMUSG00000024491	42275353	18
2322	ENSMUSG00000024493	42215301	18
2323	ENSMUSG00000024498	42511487	18
2324	ENSMUSG00000024501	43345558	18
2325	ENSMUSG00000024505	49734106	18
2326	ENSMUSG00000024507	50128201	18
2327	ENSMUSG00000024515	73642563	18
2328	ENSMUSG00000024516	65800515	18
2329	ENSMUSG00000024521	66458533	18
2330	ENSMUSG00000024525	67289186	18
2331	ENSMUSG00000024527	67435948	18
2332	ENSMUSG00000024528	52465693	18
2333	ENSMUSG00000024533	67496987	18
2334	ENSMUSG00000024537	67641599	18
2335	ENSMUSG00000024538	53418115	18
2336	ENSMUSG00000024539	67690224	18
2337	ENSMUSG00000024542	67800107	18
2338	ENSMUSG00000024556	73815438	18
2339	ENSMUSG00000024560	74216124	18
2340	ENSMUSG00000024563	76241580	18
2341	ENSMUSG00000024566	80742969	18
2342	ENSMUSG00000024570	80195203	18
2343	ENSMUSG00000024571	80206765	18
2344	ENSMUSG00000024576	61555274	18
2345	ENSMUSG00000024579	61707613	18
2346	ENSMUSG00000024580	61719222	18
2347	ENSMUSG00000024581	62977831	18
2348	ENSMUSG00000024583	63666109	18
2349	ENSMUSG00000024587	64501955	18
2350	ENSMUSG00000024588	64464326	18
2351	ENSMUSG00000024590	56707813	18
2352	ENSMUSG00000024592	56975246	18
2353	ENSMUSG00000024594	57354741	18
2354	ENSMUSG00000024597	57878678	18
2355	ENSMUSG00000024601	58659466	18
2356	ENSMUSG00000024603	60526185	18
2357	ENSMUSG00000024604	60560736	18
2358	ENSMUSG00000024608	60747098	18
2359	ENSMUSG00000024613	60829027	18
2360	ENSMUSG00000024614	90510154	18
2361	ENSMUSG00000024622	61137479	18
2362	ENSMUSG00000024639	16132831	19
2363	ENSMUSG00000024640	15909712	19
2364	ENSMUSG00000024642	14595539	19
2365	ENSMUSG00000024644	84675208	18
2366	ENSMUSG00000024645	84948048	18
2367	ENSMUSG00000024646	84838704	18
2368	ENSMUSG00000024654	9135531	19
2369	ENSMUSG00000024660	9874923	19
2370	ENSMUSG00000024661	9980598	19
2371	ENSMUSG00000024665	10071187	19
2372	ENSMUSG00000024666	10577081	19
2373	ENSMUSG00000024667	10555736	19
2374	ENSMUSG00000024668	10517451	19
2375	ENSMUSG00000024683	11770391	19
2376	ENSMUSG00000024691	12545740	19
2377	ENSMUSG00000024695	12790309	19
2378	ENSMUSG00000024697	16435762	19
2379	ENSMUSG00000024712	17394043	19
2380	ENSMUSG00000024725	18631718	19
2381	ENSMUSG00000024726	18670764	19
2382	ENSMUSG00000024732	10947332	19
2383	ENSMUSG00000024735	10895231	19
2384	ENSMUSG00000024740	10605327	19
2385	ENSMUSG00000024742	10203894	19
2386	ENSMUSG00000024750	21272278	19
2387	ENSMUSG00000024754	21778342	19
2388	ENSMUSG00000024758	7483202	19
2389	ENSMUSG00000024759	7494040	19
2390	ENSMUSG00000024764	7241034	19
2391	ENSMUSG00000024766	33561382	19
2392	ENSMUSG00000024767	7200464	19
2393	ENSMUSG00000024772	6276725	19
2394	ENSMUSG00000024773	6241668	19
2395	ENSMUSG00000024780	28990352	19
2396	ENSMUSG00000024782	29027244	19
2397	ENSMUSG00000024785	29101375	19
2398	ENSMUSG00000024790	6118650	19
2399	ENSMUSG00000024791	6084983	19
2400	ENSMUSG00000024792	6082831	19
2401	ENSMUSG00000024795	34922361	19
2402	ENSMUSG00000024797	6069071	19
2403	ENSMUSG00000024800	36083716	19
2404	ENSMUSG00000024805	36348309	19
2405	ENSMUSG00000024807	6046576	19
2406	ENSMUSG00000024811	36834232	19
2407	ENSMUSG00000024812	24143082	19
2408	ENSMUSG00000024816	5863682	19
2409	ENSMUSG00000024817	30030513	19
2410	ENSMUSG00000024824	4200318	19
2411	ENSMUSG00000024826	5902441	19
2412	ENSMUSG00000024827	30145231	19
2413	ENSMUSG00000024829	3282901	19
2414	ENSMUSG00000024831	3267716	19
2415	ENSMUSG00000024833	5942719	19
2416	ENSMUSG00000024835	4148619	19
2417	ENSMUSG00000024841	5366741	19
2418	ENSMUSG00000024843	3851773	19
2419	ENSMUSG00000024844	5366363	19
2420	ENSMUSG00000024847	4121458	19
2421	ENSMUSG00000024853	5284408	19
2422	ENSMUSG00000024855	5143430	19
2423	ENSMUSG00000024856	4097182	19
2424	ENSMUSG00000024858	4287849	19
2425	ENSMUSG00000024870	5106245	19
2426	ENSMUSG00000024875	5088538	19
2427	ENSMUSG00000024878	24924836	19
2428	ENSMUSG00000024889	4625272	19
2429	ENSMUSG00000024891	5023860	19
2430	ENSMUSG00000024892	4510472	19
2431	ENSMUSG00000024896	32485769	19
2432	ENSMUSG00000024900	3322334	19
2433	ENSMUSG00000024902	4962147	19
2434	ENSMUSG00000024906	5483573	19
2435	ENSMUSG00000024908	3471005	19
2436	ENSMUSG00000024911	5460615	19
2437	ENSMUSG00000024913	3615792	19
2438	ENSMUSG00000024925	5601873	19
2439	ENSMUSG00000024926	5603966	19
2440	ENSMUSG00000024927	5637483	19
2441	ENSMUSG00000024941	5759974	19
2442	ENSMUSG00000024943	23214941	19
2443	ENSMUSG00000024944	6138160	19
2444	ENSMUSG00000024947	6334979	19
2445	ENSMUSG00000024949	6363690	19
2446	ENSMUSG00000024953	6908301	19
2447	ENSMUSG00000024960	6954847	19
2448	ENSMUSG00000024966	7039967	19
2449	ENSMUSG00000024968	7267325	19
2450	ENSMUSG00000024969	7278094	19
2451	ENSMUSG00000024974	53600398	19
2452	ENSMUSG00000024975	53892231	19
2453	ENSMUSG00000024976	53944306	19
2454	ENSMUSG00000024981	55251938	19
2455	ENSMUSG00000024982	55303089	19
2456	ENSMUSG00000024985	55741820	19
2457	ENSMUSG00000024989	38055011	19
2458	ENSMUSG00000024991	60772151	19
2459	ENSMUSG00000024993	60811585	19
2460	ENSMUSG00000024997	60874556	19
2461	ENSMUSG00000024999	38819237	19
2462	ENSMUSG00000025001	38930915	19
2463	ENSMUSG00000025006	40299826	19
2464	ENSMUSG00000025007	40554741	19
2465	ENSMUSG00000025010	40831279	19
2466	ENSMUSG00000025016	41263980	19
2467	ENSMUSG00000025019	41482637	19
2468	ENSMUSG00000025024	53389422	19
2469	ENSMUSG00000025025	53310518	19
2470	ENSMUSG00000025026	53140443	19
2471	ENSMUSG00000025027	52996633	19
2472	ENSMUSG00000025036	46573365	19
2473	ENSMUSG00000025041	46909575	19
2474	ENSMUSG00000025047	47090768	19
2475	ENSMUSG00000025049	47067746	19
2476	ENSMUSG00000025050	47049487	19
2477	ENSMUSG00000025060	47579678	19
2478	ENSMUSG00000025066	47731682	19
2479	ENSMUSG00000025068	47854970	19
2480	ENSMUSG00000025077	56537382	19
2481	ENSMUSG00000025078	56548261	19
2482	ENSMUSG00000025085	57044942	19
2483	ENSMUSG00000025086	57452912	19
2484	ENSMUSG00000025102	81788664	7
2485	ENSMUSG00000025103	81800493	7
2486	ENSMUSG00000025130	120561236	11
2487	ENSMUSG00000025132	120581380	11
2488	ENSMUSG00000025133	97480956	7
2489	ENSMUSG00000025134	120595657	11
2490	ENSMUSG00000025135	120598421	11
2491	ENSMUSG00000025137	120612081	11
2492	ENSMUSG00000025138	120619369	11
2493	ENSMUSG00000025139	141902308	7
2494	ENSMUSG00000025140	120643643	11
2495	ENSMUSG00000025142	120672973	11
2496	ENSMUSG00000025144	120711983	11
2497	ENSMUSG00000025147	142025951	7
2498	ENSMUSG00000025153	120808605	11
2499	ENSMUSG00000025154	41802047	19
2500	ENSMUSG00000025155	120789850	11
2501	ENSMUSG00000025156	120784272	11
2502	ENSMUSG00000025157	41933480	19
2503	ENSMUSG00000025158	120784185	11
2504	ENSMUSG00000025159	41945627	19
2505	ENSMUSG00000025161	120948480	11
2506	ENSMUSG00000025162	120965686	11
2507	ENSMUSG00000025173	121341188	11
2508	ENSMUSG00000025178	42090470	19
2509	ENSMUSG00000025184	42518759	19
2510	ENSMUSG00000025188	42757829	19
2511	ENSMUSG00000025190	43504796	19
2512	ENSMUSG00000025195	43879768	19
2513	ENSMUSG00000025198	44067683	19
2514	ENSMUSG00000025199	44075904	19
2515	ENSMUSG00000025200	44112998	19
2516	ENSMUSG00000025203	44293674	19
2517	ENSMUSG00000025204	44552880	19
2518	ENSMUSG00000025208	45006420	19
2519	ENSMUSG00000025209	45005663	19
2520	ENSMUSG00000025217	45363734	19
2521	ENSMUSG00000025218	45560531	19
2522	ENSMUSG00000025220	45759292	19
2523	ENSMUSG00000025223	46034878	19
2524	ENSMUSG00000025224	46152509	19
2525	ENSMUSG00000025227	46341121	19
2526	ENSMUSG00000025228	46379500	19
2527	ENSMUSG00000025232	59539540	9
2528	ENSMUSG00000025234	59405794	9
2529	ENSMUSG00000025235	59327513	9
2530	ENSMUSG00000025236	59291558	9
2531	ENSMUSG00000025239	123478706	9
2532	ENSMUSG00000025240	123529759	9
2533	ENSMUSG00000025245	123708169	9
2534	ENSMUSG00000025278	7817957	14
2535	ENSMUSG00000025280	24451215	14
2536	ENSMUSG00000025290	24487125	14
2537	ENSMUSG00000025316	121949750	8
2538	ENSMUSG00000025326	59228750	7
2539	ENSMUSG00000025337	130254085	5
2540	ENSMUSG00000025340	130171798	5
2541	ENSMUSG00000025351	128900989	10
2542	ENSMUSG00000025353	128821591	10
2543	ENSMUSG00000025354	128804062	10
2544	ENSMUSG00000025357	128731047	10
2545	ENSMUSG00000025358	128704581	10
2546	ENSMUSG00000025359	128704195	10
2547	ENSMUSG00000025362	128626424	10
2548	ENSMUSG00000025364	128565869	10
2549	ENSMUSG00000025366	128518554	10
2550	ENSMUSG00000025371	119913441	11
2551	ENSMUSG00000025372	119942763	11
2552	ENSMUSG00000025373	128411657	10
2553	ENSMUSG00000025374	128408843	10
2554	ENSMUSG00000025377	120097260	11
2555	ENSMUSG00000025381	128322459	10
2556	ENSMUSG00000025384	120370888	11
2557	ENSMUSG00000025393	128083273	10
2558	ENSMUSG00000025395	128015168	10
2559	ENSMUSG00000025403	127518776	10
2560	ENSMUSG00000025404	127380327	10
2561	ENSMUSG00000025407	127337055	10
2562	ENSMUSG00000025408	127290774	10
2563	ENSMUSG00000025410	127266368	10
2564	ENSMUSG00000025413	106667547	4
2565	ENSMUSG00000025417	127211555	10
2566	ENSMUSG00000025421	76944092	18
2567	ENSMUSG00000025423	77065208	18
2568	ENSMUSG00000025428	77773729	18
2569	ENSMUSG00000025436	126901348	10
2570	ENSMUSG00000025437	152346478	3
2571	ENSMUSG00000025439	97696634	7
2572	ENSMUSG00000025451	119428601	13
2573	ENSMUSG00000025453	119408997	13
2574	ENSMUSG00000025464	140115799	7
2575	ENSMUSG00000025465	140116389	7
2576	ENSMUSG00000025470	140036391	7
2577	ENSMUSG00000025474	140033777	7
2578	ENSMUSG00000025480	140787837	7
2579	ENSMUSG00000025481	140835018	7
2580	ENSMUSG00000025484	140856246	7
2581	ENSMUSG00000025485	140856957	7
2582	ENSMUSG00000025486	140877046	7
2583	ENSMUSG00000025487	140881968	7
2584	ENSMUSG00000025491	140967221	7
2585	ENSMUSG00000025492	141010770	7
2586	ENSMUSG00000025494	141093750	7
2587	ENSMUSG00000025495	141122382	7
2588	ENSMUSG00000025499	141191977	7
2589	ENSMUSG00000025503	141392199	7
2590	ENSMUSG00000025507	141440124	7
2591	ENSMUSG00000025508	141447370	7
2592	ENSMUSG00000025509	141455198	7
2593	ENSMUSG00000025510	141467392	7
2594	ENSMUSG00000025511	141475240	7
2595	ENSMUSG00000025512	141526467	7
2596	ENSMUSG00000025521	64947185	8
2597	ENSMUSG00000025532	130029290	5
2598	ENSMUSG00000025533	130014722	5
2599	ENSMUSG00000025534	129990642	5
2600	ENSMUSG00000025538	129846986	5
2601	ENSMUSG00000025544	122107038	14
2602	ENSMUSG00000025545	122181704	14
2603	ENSMUSG00000025558	121584726	14
2604	ENSMUSG00000025571	117654289	11
2605	ENSMUSG00000025572	117769073	11
2606	ENSMUSG00000025574	117816654	11
2607	ENSMUSG00000025575	118415794	11
2608	ENSMUSG00000025577	119022962	11
2609	ENSMUSG00000025579	119267887	11
2610	ENSMUSG00000025580	119289010	11
2611	ENSMUSG00000025583	119602905	11
2612	ENSMUSG00000025591	66486497	8
2613	ENSMUSG00000025607	30896426	6
2614	ENSMUSG00000025609	31398735	6
2615	ENSMUSG00000025613	87486070	16
2616	ENSMUSG00000025616	87454703	16
2617	ENSMUSG00000025645	109082493	9
2618	ENSMUSG00000025647	109038565	9
2619	ENSMUSG00000025651	108936633	9
2620	ENSMUSG00000025722	80900504	7
2621	ENSMUSG00000025724	80916330	7
2622	ENSMUSG00000025726	81114799	7
2623	ENSMUSG00000025728	25931008	17
2624	ENSMUSG00000025733	25840599	17
2625	ENSMUSG00000025736	25828867	17
2626	ENSMUSG00000025737	25823627	17
2627	ENSMUSG00000025745	30120305	5
2628	ENSMUSG00000025747	30073522	5
2629	ENSMUSG00000025757	40745382	3
2630	ENSMUSG00000025758	40800019	3
2631	ENSMUSG00000025762	40949828	3
2632	ENSMUSG00000025764	41555731	3
2633	ENSMUSG00000025766	41742611	3
2634	ENSMUSG00000025781	10079859	2
2635	ENSMUSG00000025782	9918408	2
2636	ENSMUSG00000025785	123113215	9
2637	ENSMUSG00000025786	123100349	9
2638	ENSMUSG00000025791	99929414	4
2639	ENSMUSG00000025792	120491840	11
2640	ENSMUSG00000025793	120467635	11
2641	ENSMUSG00000025794	120571444	9
2642	ENSMUSG00000025809	128685654	8
2643	ENSMUSG00000025812	127063893	8
2644	ENSMUSG00000025815	5911836	2
2645	ENSMUSG00000025816	5874290	2
2646	ENSMUSG00000025817	5845019	2
2647	ENSMUSG00000025823	47813364	6
2648	ENSMUSG00000025825	113772748	5
2649	ENSMUSG00000025856	138994281	5
2650	ENSMUSG00000025857	139150223	5
2651	ENSMUSG00000025858	139252324	5
2652	ENSMUSG00000025868	54590207	13
2653	ENSMUSG00000025869	54589976	13
2654	ENSMUSG00000025871	54565291	13
2655	ENSMUSG00000025872	54468788	13
2656	ENSMUSG00000025873	54621784	13
2657	ENSMUSG00000025878	55086192	13
2658	ENSMUSG00000025880	75367529	18
2659	ENSMUSG00000025894	4309467	9
2660	ENSMUSG00000025898	3403592	9
2661	ENSMUSG00000025899	3335140	9
2662	ENSMUSG00000025903	4807788	1
2663	ENSMUSG00000025907	6206197	1
2664	ENSMUSG00000025912	9678610	1
2665	ENSMUSG00000025915	9798107	1
2666	ENSMUSG00000025917	10035128	1
2667	ENSMUSG00000025920	16375395	1
2668	ENSMUSG00000025925	15805646	1
2669	ENSMUSG00000025930	14754665	1
2670	ENSMUSG00000025934	21240589	1
2671	ENSMUSG00000025935	13579798	1
2672	ENSMUSG00000025937	13638411	1
2673	ENSMUSG00000025939	16585398	1
2674	ENSMUSG00000025940	16665207	1
2675	ENSMUSG00000025949	65186683	1
2676	ENSMUSG00000025950	65175564	1
2677	ENSMUSG00000025956	64615631	1
2678	ENSMUSG00000025958	64532645	1
2679	ENSMUSG00000025962	63730614	1
2680	ENSMUSG00000025964	63445891	1
2681	ENSMUSG00000025967	63176825	1
2682	ENSMUSG00000025968	63144961	1
2683	ENSMUSG00000025969	62703285	1
2684	ENSMUSG00000025971	57406328	1
2685	ENSMUSG00000025979	55131231	1
2686	ENSMUSG00000025980	55088024	1
2687	ENSMUSG00000025981	55052770	1
2688	ENSMUSG00000025982	54991115	1
2689	ENSMUSG00000025986	46835899	1
2690	ENSMUSG00000025995	45795166	1
2691	ENSMUSG00000026000	67021065	1
2692	ENSMUSG00000026003	66858331	1
2693	ENSMUSG00000026005	66700831	1
2694	ENSMUSG00000026014	60496281	1
2695	ENSMUSG00000026017	60098247	1
2696	ENSMUSG00000026019	60085762	1
2697	ENSMUSG00000026020	59684971	1
2698	ENSMUSG00000026021	59670739	1
2699	ENSMUSG00000026024	59219126	1
2700	ENSMUSG00000026027	58973522	1
2701	ENSMUSG00000026028	58907212	1
2702	ENSMUSG00000026032	58586384	1
2703	ENSMUSG00000026034	58412861	1
2704	ENSMUSG00000026035	58432185	1
2705	ENSMUSG00000026036	58445151	1
2706	ENSMUSG00000026037	58481449	1
2707	ENSMUSG00000026039	57995971	1
2708	ENSMUSG00000026047	44118701	1
2709	ENSMUSG00000026048	44147744	1
2710	ENSMUSG00000026049	44099995	1
2711	ENSMUSG00000026064	30944304	1
2712	ENSMUSG00000026074	39900913	1
2713	ENSMUSG00000026078	38985608	1
2714	ENSMUSG00000026080	38871760	1
2715	ENSMUSG00000026082	38054250	1
2716	ENSMUSG00000026083	37998010	1
2717	ENSMUSG00000026087	37890477	1
2718	ENSMUSG00000026088	37880118	1
2719	ENSMUSG00000026094	53762693	1
2720	ENSMUSG00000026095	53351275	1
2721	ENSMUSG00000026096	53313624	1
2722	ENSMUSG00000026097	53297095	1
2723	ENSMUSG00000026098	53282408	1
2724	ENSMUSG00000026103	52168975	1
2725	ENSMUSG00000026104	52119440	1
2726	ENSMUSG00000026107	51473396	1
2727	ENSMUSG00000026110	37496095	1
2728	ENSMUSG00000026111	37430139	1
2729	ENSMUSG00000026112	37430000	1
2730	ENSMUSG00000026116	36810536	1
2731	ENSMUSG00000026123	34849976	1
2732	ENSMUSG00000026127	34439851	1
2733	ENSMUSG00000026131	33908225	1
2734	ENSMUSG00000026134	33622142	1
2735	ENSMUSG00000026135	74585663	1
2736	ENSMUSG00000026150	82724890	1
2737	ENSMUSG00000026153	24026759	1
2738	ENSMUSG00000026154	24005630	1
2739	ENSMUSG00000026155	23847777	1
2740	ENSMUSG00000026159	82839483	1
2741	ENSMUSG00000026171	74594801	1
2742	ENSMUSG00000026172	74588289	1
2743	ENSMUSG00000026174	74506058	1
2744	ENSMUSG00000026179	74284930	1
2745	ENSMUSG00000026181	16896469	16
2746	ENSMUSG00000026187	72307427	1
2747	ENSMUSG00000026189	72284259	1
2748	ENSMUSG00000026192	71557150	1
2749	ENSMUSG00000026193	71591071	1
2750	ENSMUSG00000026196	71103146	1
2751	ENSMUSG00000026198	75172869	1
2752	ENSMUSG00000026199	75192151	1
2753	ENSMUSG00000026201	75210838	1
2754	ENSMUSG00000026202	75217414	1
2755	ENSMUSG00000026208	75360329	1
2756	ENSMUSG00000026209	75313759	1
2757	ENSMUSG00000026211	75487233	1
2758	ENSMUSG00000026213	75521529	1
2759	ENSMUSG00000026219	84728876	1
2760	ENSMUSG00000026223	85894281	1
2761	ENSMUSG00000026229	86064387	1
2762	ENSMUSG00000026234	86351211	1
2763	ENSMUSG00000026235	77377607	1
2764	ENSMUSG00000026238	86526726	1
2765	ENSMUSG00000026239	86582517	1
2766	ENSMUSG00000026240	86582904	1
2767	ENSMUSG00000026245	78488795	1
2768	ENSMUSG00000026248	79776018	1
2769	ENSMUSG00000026249	79820304	1
2770	ENSMUSG00000026254	87213914	1
2771	ENSMUSG00000026260	92460717	1
2772	ENSMUSG00000026270	92934376	1
2773	ENSMUSG00000026273	93302902	1
2774	ENSMUSG00000026274	93311344	1
2775	ENSMUSG00000026275	93342854	1
2776	ENSMUSG00000026276	93478964	1
2777	ENSMUSG00000026277	93625361	1
2778	ENSMUSG00000026278	93685660	1
2779	ENSMUSG00000026279	93714982	1
2780	ENSMUSG00000026280	93751500	1
2781	ENSMUSG00000026281	93799001	1
2782	ENSMUSG00000026283	93803965	1
2783	ENSMUSG00000026288	87620312	1
2784	ENSMUSG00000026289	87755870	1
2785	ENSMUSG00000026305	90998737	1
2786	ENSMUSG00000026309	91378917	1
2787	ENSMUSG00000026311	91540544	1
2788	ENSMUSG00000026313	91934864	1
2789	ENSMUSG00000026317	14881335	8
2790	ENSMUSG00000026319	105663861	1
2791	ENSMUSG00000026333	97770172	1
2792	ENSMUSG00000026339	121431049	1
2793	ENSMUSG00000026341	125397612	1
2794	ENSMUSG00000026342	125560595	1
2795	ENSMUSG00000026349	127774164	1
2796	ENSMUSG00000026353	128243964	1
2797	ENSMUSG00000026355	128343463	1
2798	ENSMUSG00000026356	128379487	1
2799	ENSMUSG00000026361	143636577	1
2800	ENSMUSG00000026374	118309986	1
2801	ENSMUSG00000026377	118321839	1
2802	ENSMUSG00000026380	118627945	1
2803	ENSMUSG00000026383	119580424	1
2804	ENSMUSG00000026384	119687637	1
2805	ENSMUSG00000026385	120120138	1
2806	ENSMUSG00000026389	120265255	1
2807	ENSMUSG00000026393	138619674	1
2808	ENSMUSG00000026398	136940583	1
2809	ENSMUSG00000026399	130448849	1
2810	ENSMUSG00000026404	136415271	1
2811	ENSMUSG00000026411	136008150	1
2812	ENSMUSG00000026421	135720061	1
2813	ENSMUSG00000026425	131296380	1
2814	ENSMUSG00000026427	131153181	1
2815	ENSMUSG00000026429	134962565	1
2816	ENSMUSG00000026434	131910534	1
2817	ENSMUSG00000026439	132477365	1
2818	ENSMUSG00000026455	134455531	1
2819	ENSMUSG00000026456	134405559	1
2820	ENSMUSG00000026457	134415378	1
2821	ENSMUSG00000026463	133701881	1
2822	ENSMUSG00000026466	156018619	1
2823	ENSMUSG00000026470	155158715	1
2824	ENSMUSG00000026473	153899944	1
2825	ENSMUSG00000026478	153229144	1
2826	ENSMUSG00000026479	153126915	1
2827	ENSMUSG00000026483	151571186	1
2828	ENSMUSG00000026484	151472031	1
2829	ENSMUSG00000026490	179960472	1
2830	ENSMUSG00000026491	179752409	1
2831	ENSMUSG00000026492	179533667	1
2832	ENSMUSG00000026495	178406085	1
2833	ENSMUSG00000026496	180568924	1
2834	ENSMUSG00000026499	180726043	1
2835	ENSMUSG00000026502	178187417	1
2836	ENSMUSG00000026510	182409172	1
2837	ENSMUSG00000026511	182124737	1
2838	ENSMUSG00000026516	181093768	1
2839	ENSMUSG00000026520	180904293	1
2840	ENSMUSG00000026526	175604285	1
2841	ENSMUSG00000026547	172500047	1
2842	ENSMUSG00000026553	172082529	1
2843	ENSMUSG00000026554	172148084	1
2844	ENSMUSG00000026556	172009029	1
2845	ENSMUSG00000026558	167236835	1
2846	ENSMUSG00000026564	166127896	1
2847	ENSMUSG00000026565	165880160	1
2848	ENSMUSG00000026566	165605753	1
2849	ENSMUSG00000026568	165460637	1
2850	ENSMUSG00000026575	164304121	1
2851	ENSMUSG00000026576	164443719	1
2852	ENSMUSG00000026577	164307272	1
2853	ENSMUSG00000026584	163929100	1
2854	ENSMUSG00000026585	163779583	1
2855	ENSMUSG00000026594	156813568	1
2856	ENSMUSG00000026596	156558786	1
2857	ENSMUSG00000026600	156432573	1
2858	ENSMUSG00000026603	189882372	1
2859	ENSMUSG00000026604	189728268	1
2860	ENSMUSG00000026605	189648856	1
2861	ENSMUSG00000026608	188973739	1
2862	ENSMUSG00000026615	185363044	1
2863	ENSMUSG00000026617	185332149	1
2864	ENSMUSG00000026618	185288282	1
2865	ENSMUSG00000026622	191821444	1
2866	ENSMUSG00000026623	191717834	1
2867	ENSMUSG00000026626	191356465	1
2868	ENSMUSG00000026634	190925112	1
2869	ENSMUSG00000026641	171411313	1
2870	ENSMUSG00000026643	3284212	2
2871	ENSMUSG00000026646	3474419	2
2872	ENSMUSG00000026648	3424131	2
2873	ENSMUSG00000026655	3570488	2
2874	ENSMUSG00000026657	4017717	2
2875	ENSMUSG00000026659	170885004	1
2876	ENSMUSG00000026662	4881564	2
2877	ENSMUSG00000026663	170794371	1
2878	ENSMUSG00000026664	4919019	2
2879	ENSMUSG00000026667	170214734	1
2880	ENSMUSG00000026669	4993257	2
2881	ENSMUSG00000026670	170143713	1
2882	ENSMUSG00000026675	169965723	1
2883	ENSMUSG00000026676	5137776	2
2884	ENSMUSG00000026683	169522382	1
2885	ENSMUSG00000026687	167349991	1
2886	ENSMUSG00000026688	167393841	1
2887	ENSMUSG00000026694	162544362	1
2888	ENSMUSG00000026696	162570515	1
2889	ENSMUSG00000026698	161969186	1
2890	ENSMUSG00000026701	161250554	1
2891	ENSMUSG00000026705	161095624	1
2892	ENSMUSG00000026707	15049279	2
2893	ENSMUSG00000026708	161070713	1
2894	ENSMUSG00000026709	161047142	1
2895	ENSMUSG00000026718	14074098	2
2896	ENSMUSG00000026721	160231867	1
2897	ENSMUSG00000026723	13544650	2
2898	ENSMUSG00000026727	13271221	2
2899	ENSMUSG00000026728	13573927	2
